Scientific Name,Common Name,Species Type,Status,Reason For Change,Year
Erythrina sacleuxii,,Flowering Plants,NT,N,2012.0
Erythrina schliebenii,,Flowering Plants,CR,N,2012.0
Exacum socotranum,,Flowering Plants,CR,N,2012.0
Guibourtia ehie,,Flowering Plants,LC,N,2012.0
Hymenostegia aubrevillei,,Flowering Plants,NT,N,2012.0
Lonchocarpus minimiflorus,,Flowering Plants,LC,N,2012.0
Marojejya darianii,,Flowering Plants,EN,N,2012.0
Marojejya insignis,,Flowering Plants,LC,N,2012.0
Masoala madagascariensis,,Flowering Plants,CR,G,2012.0
Nastanthus falklandicus,,Flowering Plants,EN,N,2012.0
Newtonia erlangeri,,Flowering Plants,EN,G,2012.0
Orania longisquama,,Flowering Plants,LC,N,2012.0
Orania trispatha,,Flowering Plants,VU,N,2012.0
Panicum socotranum,,Flowering Plants,CR,N,2012.0
Phlebolobium maclovianum,,Flowering Plants,EN,N,2012.0
Plantago moorei,,Flowering Plants,EN,N,2012.0
Ravenea dransfieldii,,Flowering Plants,EN,N,2012.0
Ravenea krociana,,Flowering Plants,EN,N,2012.0
Ravenea lakatra,,Flowering Plants,CR,G,2012.0
Ravenea louvelii,,Flowering Plants,CR,G,2012.0
Ravenea madagascariensis,,Flowering Plants,LC,N,2012.0
Ravenea musicalis,,Flowering Plants,CR,N,2012.0
Ravenea rivularis,,Flowering Plants,EN,N,2012.0
Ravenea sambiranensis,,Flowering Plants,LC,N,2012.0
Ravenea xerophila,,Flowering Plants,VU,N,2012.0
Scaevola socotraensis,,Flowering Plants,CR,N,2012.0
Senna caudata,,Flowering Plants,NT,N,2012.0
Sporobolus caespitosus,,Flowering Plants,CR,N,2012.0
Acritodon nephophilus,,Moss,CR,N,2012.0
Archidium elatum,,Moss,NT,N,2012.0
Dendroceros japonicus,,Moss,EN,N,2012.0
Geothallus tuberosus,,Moss,CR,N,2012.0
Leptolejeunea tridentata,,Moss,EN,N,2012.0
Luteolejeunea herzogii,,Moss,LC,N,2012.0
Orthotrichum scanicum,,Moss,LC,N,2012.0
Radula jonesii,,Moss,VU,N,2012.0
Scapania sphaerifera,,Moss,NT,N,2012.0
Asplenium ascensionis,,Fern,VU,N,2012.0
Ptisana purpurascens,,Fern,CR,N,2012.0
Nycticebus javanicus,Javan Slow Loris,Mammal,CR,N,2013.0
Okapia johnstoni,Okapi,Mammal,EN,N,2013.0
Pteropus niger,Greater Mascarene Flying Fox,Mammal,VU,N,2013.0
Tayassu pecari,White-lipped Peccary,Mammal,VU,G,2013.0
Urocyon littoralis,Island Fox,Mammal,NT,G,2013.0
Acrocephalus rodericanus,Rodrigues Warbler,Bird,NT,G,2013.0
Acrocephalus sorghophilus,Streaked Reed-warbler,Bird,EN,G,2013.0
Actinodura sodangorum,Black-crowned Barwing,Bird,NT,N,2013.0
Aimophila notosticta,Oaxaca Sparrow,Bird,LC,N,2013.0
Apalopteron familiare,Bonin White-eye,Bird,NT,N,2013.0
Ardeotis kori,Kori Bustard,Bird,NT,G,2013.0
Buteogallus aequinoctialis,Rufous Crab-hawk,Bird,NT,N,2013.0
Cacatua alba,White Cockatoo,Bird,EN,G,2013.0
Drymophila genei,Rufous-tailed Antbird,Bird,LC,N,2013.0
Emberiza aureola,Yellow-breasted Bunting,Bird,EN,G,2013.0
Embernagra longicauda,Pale-throated Pampa-finch,Bird,LC,N,2013.0
Esacus recurvirostris,Great Thick-knee,Bird,NT,N,2013.0
Eupodotis afra,Black Bustard,Bird,VU,G,2013.0
Foudia flavicans,Rodrigues Fody,Bird,NT,G,2013.0
Garrulax rufifrons,Rufous-fronted Laughingthrush,Bird,EN,G,2013.0
Goura victoria,Victoria Crowned-pigeon,Bird,NT,N,2013.0
Grallaria carrikeri,Pale-billed Antpitta,Bird,NT,N,2013.0
Guaruba guarouba,Golden Parakeet,Bird,VU,N,2013.0
Knipolegus franciscanus,Brazilian Black-tyrant,Bird,LC,N,2013.0
Larus atlanticus,Olrog's Gull,Bird,NT,N,2013.0
Luscinia ruficeps,Rufous-headed Robin,Bird,EN,N,2013.0
Mayrornis schistaceus,Vanikoro Monarch,Bird,VU,N,2013.0
Mycteria cinerea,Milky Stork,Bird,EN,N,2013.0
Oriolus mellianus,Silver Oriole,Bird,EN,G,2013.0
Oryzoborus maximiliani,Great-billed Seed-finch,Bird,VU,G,2013.0
Perdicula manipurensis,Manipur Bush-quail,Bird,EN,N,2013.0
Phalacrocorax capensis,Cape Cormorant,Bird,EN,G,2013.0
Phoebastria nigripes,Black-footed Albatross,Bird,NT,N,2013.0
Picoides borealis,Red-cockaded Woodpecker,Bird,NT,G,2013.0
Pitta superba,Superb Pitta,Bird,EN,N,2013.0
Polemaetus bellicosus,Martial Eagle,Bird,VU,G,2013.0
Psittacula alexandri,Red-breasted Parakeet,Bird,NT,N,2013.0
Psittacula eupatria,Alexandrine Parakeet,Bird,NT,N,2013.0
Psittacula finschii,Grey-headed Parakeet,Bird,NT,N,2013.0
Psittacula roseata,Blossom-headed Parakeet,Bird,NT,N,2013.0
Psittaculirostris salvadorii,Salvadori's Fig-parrot,Bird,LC,N,2013.0
Sarothrura ayresi,White-winged Flufftail,Bird,CR,G,2013.0
Selasphorus ardens,Glow-throated Hummingbird,Bird,EN,N,2013.0
Sitta magna,Giant Nuthatch,Bird,EN,N,2013.0
Tangara meyerdeschauenseei,Green-capped Tanager,Bird,NT,N,2013.0
,Kofiau Paradise-kingfisher,Bird,VU,N,2013.0
Terpsiphone cyanescens,Blue Paradise-flycatcher,Bird,LC,N,2013.0
Thalassarche chrysostoma,Grey-headed Albatross,Bird,EN,G,2013.0
Thalassarche melanophrys,Black-browed Albatross,Bird,NT,N,2013.0
Xenotriccus mexicanus,Pileated Flycatcher,Bird,LC,N,2013.0
Aparallactus lineatus,Lined Centipede-eater,Reptile,NT,N,2013.0
Abronia montecristoi,Monte Cristo Arboreal Alligator Lizard,Reptile,EN,N,2013.0
Adelphicos quadrivirgatum,Middle American Burrowing Snake,Reptile,LC,N,2013.0
Atheris hirsuta,Tai Hairy Bush Viper,Reptile,DD,N,2013.0
Celestus rozellae,Rozella's Lesser Galliwasp,Reptile,LC,N,2013.0
Chapinophis xanthocheilus,,Reptile,EN,N,2013.0
Chioninia vaillantii,Vaillant's Mabuya,Reptile,EN,N,2013.0
Cynisca kraussi,Ghana Worm Lizard,Reptile,DD,N,2013.0
Cyrtodactylus biordinis,Guadalcanal Bow-fingered Gecko,Reptile,LC,N,2013.0
Dermochelys coriacea,Leatherback Turtle,Reptile,VU,G,2013.0
Emoia isolata,Bellona Skink,Reptile,LC,N,2013.0
Eutropis bibronii,Bibron's Skink,Reptile,LC,N,2013.0
Geomyersia coggeri,Cogger's Island Skink,Reptile,LC,N,2013.0
Lepidodactylus mutahi,Bougainville's Scaly-toed Gecko,Reptile,DD,N,2013.0
Lepidophyma reticulatum,Costa Rican Tropical Night Lizard,Reptile,LC,N,2013.0
Matoatoa spannringi,,Reptile,DD,N,2013.0
Ogmodon vitianus,Fiji Snake,Reptile,EN,N,2013.0
Oligodon affinis,Western Kukri Snake,Reptile,LC,N,2013.0
Omoadiphas texiguatensis,,Reptile,CR,N,2013.0
Parapistocalamus hedigeri,Bougainville Coral Snake,Reptile,DD,N,2013.0
Philochortus zolii,,Reptile,EN,N,2013.0
Platyplectrurus madurensis,Travancore Hills Thorntail Snake,Reptile,EN,N,2013.0
Platyplectrurus trilineatus,Lined Thorntail Snake,Reptile,DD,N,2013.0
Polemon barthii,Guinea Snake-eater,Reptile,LC,N,2013.0
Rhadinella serperaster,,Reptile,LC,N,2013.0
Ristella rurkii,Rurk's Ristella,Reptile,DD,N,2013.0
Tantilla vermiformis,Hallowell's Centipede Snake,Reptile,LC,N,2013.0
Trachylepis bensonii,Benson's Mabuya,Reptile,LC,N,2013.0
Tribolonotus blanchardi,Blanchard's Helmet Skink,Reptile,LC,N,2013.0
Trimeresurus gramineus,Common Bamboo Viper,Reptile,LC,N,2013.0
Uropeltis rubromaculatus,Red-spotted Earth Snake,Reptile,LC,N,2013.0
Uropeltis smithi,Smith's Earth Snake,Reptile,NT,N,2013.0
Afrixalus clarkei,Clarke's Banana Frog,Amphibian,EN,N,2013.0
Alsodes pehuenche,Pehuenche Spiny-chest Frog,Amphibian,CR,N,2013.0
Balebreviceps hillmani,Bale Mountains Treefrog,Amphibian,CR,G,2013.0
Boulengerula changamwensis,Changamwensis African Caecilian,Amphibian,EN,N,2013.0
Boulengerula niedeni,Sagalla Caecilian,Amphibian,EN,N,2013.0
Boulengerula taitana,Taita African Caecilian,Amphibian,EN,N,2013.0
Duellmanohyla uranochroa,Costa Rica Brook Frog,Amphibian,EN,G,2013.0
Eleutherodactylus alticola,Jamaican Peak Frog,Amphibian,DD,N,2013.0
Eleutherodactylus cundalli,Cundall's Robber Frog,Amphibian,NT,N,2013.0
Ericabatrachus baleensis,Bale Mountains Frog,Amphibian,CR,N,2013.0
Hoplophryne uluguruensis,Uluguru Blue-bellied Frog,Amphibian,EN,N,2013.0
Hyperolius discodactylus,,Amphibian,LC,N,2013.0
Leptodactylodon axillaris,,Amphibian,CR,N,2013.0
Leptopelis parkeri,,Amphibian,EN,N,2013.0
Leptopelis uluguruensis,,Amphibian,EN,N,2013.0
Leptopelis vannutellii,Dime Forest Treefrog,Amphibian,LC,N,2013.0
Leptopelis yaldeni,Yalden's Tree Frog,Amphibian,VU,N,2013.0
Lithobates vibicarius,Rancho Redondo Frog,Amphibian,VU,G,2013.0
Mannophryne olmonae,Bloody Bay Poison Frog,Amphibian,VU,G,2013.0
Melanophryniscus admirabilis,Red-belly Toad,Amphibian,CR,G,2013.0
Osteopilus pulchrilineatus,Hispaniolan Yellow Treefrog,Amphibian,VU,N,2013.0
Osteopilus vastus,Hispaniolan Giant Treefrog,Amphibian,VU,N,2013.0
Paracassina kounhiensis,Kouni Valley Striped Frog,Amphibian,VU,N,2013.0
Praslinia cooperi,Cooper's Black Caecilian,Amphibian,EN,N,2013.0
Pristimantis charlottevillensis,Charlotteville Robber Frog,Amphibian,LC,N,2013.0
Probreviceps loveridgei,,Amphibian,EN,N,2013.0
Probreviceps macrodactylus,,Amphibian,EN,N,2013.0
Probreviceps rungwensis,,Amphibian,EN,N,2013.0
,Somali Grassland Frog,Amphibian,EN,N,2013.0
Sechellophryne gardineri,Gardiner's Seychelles Frog,Amphibian,EN,N,2013.0
Sechellophryne pipilodryas,Seychelles Palm Frog,Amphibian,CR,N,2013.0
Sooglossus sechellensis,Seychelles Frog,Amphibian,EN,N,2013.0
Sooglossus thomasseti,Thomasset's Frog,Amphibian,CR,N,2013.0
Strongylopus merumontanus,,Amphibian,LC,N,2013.0
Ambloplites cavifrons,Roanoke Bass,Fish,LC,N,2013.0
Anoxypristis cuspidata,Narrow Sawfish,Fish,EN,N,2013.0
Catostomus bernardini,Yaqui Sucker,Fish,DD,N,2013.0
Centrophorus harrissoni,Harrisson's Dogfish,Fish,EN,N,2013.0
Chrosomus tennesseensis,Tennessee Dace,Fish,VU,N,2013.0
Cottus tenuis,Slender Sculpin,Fish,VU,N,2013.0
Cycleptus elongatus,Blue Sucker,Fish,LC,N,2013.0
Cyprinella caerulea,Blue Shiner,Fish,EN,N,2013.0
Cyprinodon bovinus,Leon Springs Pupfish,Fish,VU,N,2013.0
Cyprinodon pecosensis,Pecos Pupfish,Fish,VU,G,2013.0
Dionda diaboli,Devil's River Minnow,Fish,EN,G,2013.0
Elassoma boehlkei,Carolina Pygmy Sunfish,Fish,VU,N,2013.0
Entosphenus minimus,Miller Lake Lamprey,Fish,VU,N,2013.0
Erimystax cahni,Slender Chub,Fish,EN,N,2013.0
Etheostoma ditrema,Coldwater Darter,Fish,EN,N,2013.0
Etheostoma fonticola,Fountain Darter,Fish,EN,N,2013.0
Etheostoma kanawhae,Kanawha Darter,Fish,LC,N,2013.0
Etheostoma luteovinctum,Redband Darter,Fish,LC,N,2013.0
Etheostoma maculatum,Spotted Darter,Fish,VU,N,2013.0
Etheostoma mariae,Pinewoods Darter,Fish,LC,N,2013.0
Etheostoma moorei,Yellowcheek Darter,Fish,EN,N,2013.0
Etheostoma rubrum,Bayou Darter,Fish,EN,N,2013.0
Fundulus julisia,Barrens Topminnow,Fish,EN,N,2013.0
Fundulus waccamensis,Waccamaw Killifish,Fish,VU,N,2013.0
Gambusia nobilis,Pecos Gambusia,Fish,EN,N,2013.0
Gila cypha,Humpback Chub,Fish,EN,N,2013.0
Gila elegans,Bonytail,Fish,CR,N,2013.0
Gila intermedia,Gila Chub,Fish,EN,N,2013.0
Gila nigrescens,Chihuahua Chub,Fish,VU,N,2013.0
Ictalurus pricei,Yaqui Catfish,Fish,EN,G,2013.0
Iotichthys phlegethontis,Least Chub,Fish,EN,N,2013.0
Lampetra hubbsi,Kern Brook Lamprey,Fish,VU,N,2013.0
Meda fulgida,Spikedace,Fish,EN,N,2013.0
Moxostoma ariommum,Bigeye Jumprock,Fish,LC,N,2013.0
Moxostoma congestum,Gray Redhorse,Fish,LC,N,2013.0
Notropis cahabae,Cahaba Shiner,Fish,EN,N,2013.0
Notropis mekistocholas,Cape Fear Shiner,Fish,EN,N,2013.0
Notropis oxyrhynchus,Sharpnose Shiner,Fish,VU,N,2013.0
Notropis perpallidus,Peppered Shiner,Fish,VU,N,2013.0
Noturus baileyi,Smoky Madtom,Fish,VU,N,2013.0
Noturus gilberti,Orangefin Madtom,Fish,EN,N,2013.0
Noturus munitus,Frecklebelly Madtom,Fish,VU,N,2013.0
Noturus stanauli,Pygmy Madtom,Fish,EN,N,2013.0
Noturus taylori,Caddo Madtom,Fish,EN,G,2013.0
Noturus trautmani,Scioto Madtom,Fish,EX,N,2013.0
Novumbra hubbsi,Olympic Mudminnow,Fish,LC,N,2013.0
Oregonichthys crameri,Oregon Chub,Fish,LC,G,2013.0
Oregonichthys kalawatseti,Umpqua Chub,Fish,VU,N,2013.0
Percina antesella,Amber Darter,Fish,EN,G,2013.0
Percina cymatotaenia,Bluestripe Darter,Fish,VU,G,2013.0
Percina jenkinsi,Conasauga Logperch,Fish,CR,G,2013.0
Percina macrocephala,Longhead Darter,Fish,DD,N,2013.0
Phenacobius teretulus,Kanawha Minnow,Fish,LC,N,2013.0
Plagopterus argentissimus,Woundfin,Fish,CR,G,2013.0
Pogonichthys macrolepidotus,Sacramento Splittail,Fish,LC,G,2013.0
Pristis clavata,Dwarf Sawfish,Fish,EN,N,2013.0
Pteronotropis welaka,Bluenose Shiner,Fish,VU,N,2013.0
Semotilus lumbee,Sandhills Chub,Fish,LC,N,2013.0
Arabineura khalidi,,Odonata,EN,N,2013.0
,Socotra Bluet,Odonata,NT,N,2013.0
Paragomphus sinaiticus,Sinai Hooktail,Odonata,NT,N,2013.0
Pseudagrion arabicum,,Odonata,EN,N,2013.0
Arabicnemis caerulea,Powder Blue Damselfly,Odonata,LC,N,2013.0
Procordulia smithii,Ranger Dragonfly,Odonata,LC,N,2013.0
Palaemonetes cummingi,Squirrel Chimney Cave Shrimp,Crustacean,CR(PE),N,2013.0
Palaemonias ganteri,Kentucky Cave Shrimp,Crustacean,VU,N,2013.0
Troglocaris anophthalmus,,Crustacean,LC,N,2013.0
Typhlatya monae,Mona Cave Shrimp,Crustacean,LC,N,2013.0
Conus zebroides,,Mollusc,NT,N,2013.0
Abies cilicica,Cilician Fir,Conifer,NT,N,2013.0
Abies fabri,Faber’s Fir,Conifer,VU,N,2013.0
Abies fraseri,Fraser's Fir,Conifer,EN,N,2013.0
Abies guatemalensis,Guatemalan Fir,Conifer,EN,N,2013.0
Abies hickelii,Hickel's Fir,Conifer,EN,N,2013.0
Abies hidalgensis,,Conifer,VU,N,2013.0
Abies holophylla,Needle Fir,Conifer,NT,N,2013.0
Abies homolepis,Nikko Fir,Conifer,NT,N,2013.0
Abies recurvata,Min Fir,Conifer,VU,N,2013.0
Abies vejarii,Vejar's Fir,Conifer,NT,N,2013.0
Actinostrobus pyramidalis,Swan River Cypress,Conifer,LC,N,2013.0
Afrocarpus usambarensis,,Conifer,EN,N,2013.0
Agathis kinabaluensis,,Conifer,EN,N,2013.0
Agathis labillardieri,New Guinea Kauri,Conifer,NT,N,2013.0
Agathis macrophylla,Fijian Kauri Pine,Conifer,EN,N,2013.0
Agathis microstachya,Atherton Kauri Pine,Conifer,NT,N,2013.0
Agathis orbicula,,Conifer,EN,N,2013.0
Agathis silbae,,Conifer,NT,N,2013.0
Amentotaxus argotaenia,Catkin Yew,Conifer,NT,N,2013.0
Amentotaxus assamica,Assam Catkin Yew,Conifer,EN,N,2013.0
Amentotaxus formosana,Taiwan Catkin Yew,Conifer,VU,N,2013.0
Amentotaxus yunnanensis,Yunnan Catkin Yew,Conifer,VU,N,2013.0
Araucaria araucana,Monkey Puzzle,Conifer,EN,N,2013.0
Athrotaxis laxifolia,,Conifer,EN,N,2013.0
Austrocedrus chilensis,Chilean Cedar,Conifer,NT,N,2013.0
Callitris baileyi,Bailey's Cypress-pine,Conifer,NT,N,2013.0
Callitris drummondii,Drummond's Cypress-pine,Conifer,NT,N,2013.0
Callitris roei,Roe's Cypress-pine,Conifer,NT,N,2013.0
Calocedrus macrolepis,Chinese Incense-cedar,Conifer,NT,N,2013.0
Cathaya argyrophylla,,Conifer,VU,N,2013.0
Cedrus atlantica,Atlas Cedar,Conifer,EN,G,2013.0
Cephalotaxus lanceolata,Gongshan Plum Yew,Conifer,EN,N,2013.0
Cephalotaxus latifolia,Broad-leaved Plum Yew,Conifer,NT,N,2013.0
Chamaecyparis lawsoniana,Port Orford Cedar,Conifer,NT,G,2013.0
Cunninghamia konishii,,Conifer,EN,N,2013.0
Cupressus cashmeriana,Bhutan Cypress,Conifer,NT,N,2013.0
Cupressus duclouxiana,Yunnan Cypress,Conifer,DD,N,2013.0
Cupressus funebris,Funereal Cypress,Conifer,DD,N,2013.0
Cupressus goveniana,Gowen Cypress,Conifer,EN,N,2013.0
Cupressus guadalupensis,Guadalupe Cypress,Conifer,EN,N,2013.0
Cupressus sargentii,Sargent Cypress,Conifer,VU,N,2013.0
Cupressus sempervirens,Mediterranean Cypress,Conifer,LC,N,2013.0
Dacrycarpus kinabaluensis,,Conifer,LC,N,2013.0
Dacrydium ericioides,,Conifer,LC,N,2013.0
Dacrydium gibbsiae,,Conifer,LC,N,2013.0
Dacrydium gracile,,Conifer,NT,N,2013.0
Dacrydium medium,,Conifer,VU,N,2013.0
Dacrydium pectinatum,,Conifer,EN,N,2013.0
Falcatifolium angustum,,Conifer,EN,N,2013.0
Falcatifolium falciforme,,Conifer,NT,N,2013.0
Fokienia hodginsii,Fujian Cypress,Conifer,VU,N,2013.0
Halocarpus kirkii,,Conifer,NT,N,2013.0
Juniperus angosturana,,Conifer,VU,N,2013.0
Juniperus blancoi,,Conifer,NT,N,2013.0
Juniperus durangensis,,Conifer,LC,N,2013.0
Juniperus gamboana,,Conifer,EN,N,2013.0
Juniperus komarovii,,Conifer,LC,N,2013.0
Juniperus procera,African Pencil Cedar,Conifer,LC,N,2013.0
Juniperus przewalskii,Przewalsi Juniper,Conifer,LC,N,2013.0
Juniperus saltillensis,,Conifer,EN,N,2013.0
Juniperus saxicola,,Conifer,CR,N,2013.0
Juniperus taxifolia,Luchu Juniper,Conifer,NT,N,2013.0
Juniperus tibetica,Tibetan Juniper,Conifer,VU,N,2013.0
Keteleeria evelyniana,,Conifer,VU,N,2013.0
Lagarostrobos franklinii,Huon Pine,Conifer,LC,N,2013.0
Larix mastersiana,Masters' Larch,Conifer,EN,N,2013.0
Lepidothamnus fonkii,Chilean Rimu,Conifer,LC,N,2013.0
Libocedrus bidwillii,Cedar,Conifer,NT,N,2013.0
Metasequoia glyptostroboides,Dawn Redwood,Conifer,EN,N,2013.0
Nageia maxima,,Conifer,EN,G,2013.0
Nageia motleyi,,Conifer,VU,G,2013.0
Nothotsuga longibracteata,Bristlecone Hemlock,Conifer,NT,N,2013.0
Pherosphaera fitzgeraldii,Dwarf Mountain Pine,Conifer,CR,N,2013.0
Pherosphaera hookeriana,Mount Mawson Pine,Conifer,NT,N,2013.0
Picea alcoquiana,Alcock's Spruce,Conifer,NT,N,2013.0
Picea asperata,Dragon Spruce,Conifer,VU,N,2013.0
Picea breweriana,Brewer's Spruce,Conifer,VU,N,2013.0
Picea farreri,Farrer's Spruce,Conifer,VU,N,2013.0
Picea linzhiensis,,Conifer,NT,N,2013.0
Picea martinezii,Martinez's Spruce,Conifer,EN,N,2013.0
Picea maximowiczii,Maximowicz's Spruce,Conifer,EN,N,2013.0
Picea meyeri,Meyer's Spruce,Conifer,NT,N,2013.0
Picea neoveitchii,Veitch's Spruce,Conifer,CR,N,2013.0
Picea purpurea,Purple Cone Spruce,Conifer,NT,G,2013.0
Picea retroflexa,Tapao Shan spruce,Conifer,EN,N,2013.0
Pinus albicaulis,Whitebark Pine,Conifer,EN,G,2013.0
Pinus aristata,Rocky Mountain Bristlecone Pine,Conifer,LC,N,2013.0
Pinus clausa,Sand Pine,Conifer,LC,N,2013.0
Pinus coulteri,Coulter Pine,Conifer,NT,G,2013.0
Pinus dalatensis,Dalat Pine,Conifer,NT,N,2013.0
Pinus durangensis,Durango Pine,Conifer,NT,G,2013.0
Pinus greggii,Gregg’s Pine,Conifer,VU,N,2013.0
Pinus lumholtzii,Lumholtz's Pine,Conifer,NT,N,2013.0
Pinus monticola,Western White Pine,Conifer,NT,N,2013.0
Pinus morrisonicola,Taiwan White Pine,Conifer,NT,N,2013.0
Pinus muricata,Bishop Pine,Conifer,VU,N,2013.0
Pinus nelsonii,Nelson Pinyon Pine,Conifer,EN,N,2013.0
Pinus occidentalis,Hispaniolan Pine,Conifer,EN,N,2013.0
Pinus palustris,Longleaf Pine,Conifer,EN,N,2013.0
Pinus pinceana,Weeping Pinyon Pine,Conifer,LC,N,2013.0
Pinus praetermissa,,Conifer,NT,N,2013.0
Pinus radiata,Monterey Pine,Conifer,EN,G,2013.0
Pinus rzedowskii,Rzedowski's Pine,Conifer,VU,N,2013.0
Pinus torreyana,Torrey Pine,Conifer,CR,N,2013.0
Pinus tropicalis,Tropical Pine,Conifer,VU,N,2013.0
Pinus virginiana,Virginia Pine,Conifer,LC,N,2013.0
Podocarpus affinis,,Conifer,NT,N,2013.0
Podocarpus archboldii,,Conifer,VU,N,2013.0
Podocarpus brevifolius,,Conifer,NT,N,2013.0
Podocarpus confertus,,Conifer,EN,G,2013.0
Podocarpus costaricensis,,Conifer,CR,N,2013.0
Podocarpus deflexus,,Conifer,NT,N,2013.0
Podocarpus dispermus,Broad-leaved Brown Pine,Conifer,LC,N,2013.0
Podocarpus fasciculus,,Conifer,VU,N,2013.0
Podocarpus glomeratus,,Conifer,NT,N,2013.0
Podocarpus henkelii,Henkel's Yellowwood,Conifer,EN,N,2013.0
Podocarpus macrocarpus,,Conifer,EN,N,2013.0
Podocarpus madagascariensis,,Conifer,NT,N,2013.0
Podocarpus matudae,,Conifer,VU,N,2013.0
Podocarpus micropedunculatus,,Conifer,NT,N,2013.0
Podocarpus parlatorei,,Conifer,NT,N,2013.0
Podocarpus rumphii,,Conifer,NT,G,2013.0
Podocarpus rusbyi,,Conifer,VU,N,2013.0
Podocarpus salomoniensis,,Conifer,NT,N,2013.0
Podocarpus sellowii,,Conifer,EN,N,2013.0
Podocarpus smithii,,Conifer,LC,N,2013.0
Podocarpus sprucei,,Conifer,EN,N,2013.0
Podocarpus teysmannii,,Conifer,NT,G,2013.0
Podocarpus transiens,,Conifer,EN,N,2013.0
Podocarpus trinitensis,,Conifer,NT,N,2013.0
Podocarpus urbanii,Blue Mountain Yacca,Conifer,CR,G,2013.0
Prumnopitys exigua,,Conifer,NT,N,2013.0
Prumnopitys ladei,Mt Spurgeon Black Pine,Conifer,VU,N,2013.0
Prumnopitys montana,,Conifer,VU,N,2013.0
Prumnopitys standleyi,,Conifer,EN,N,2013.0
Pseudolarix amabilis,Chinese Golden Larch,Conifer,VU,N,2013.0
Pseudotaxus chienii,Whiteberry Yew,Conifer,VU,N,2013.0
Pseudotsuga japonica,Japanese Douglas-fir,Conifer,EN,N,2013.0
Sciadopitys verticillata,Japanese Umbrella Pine,Conifer,NT,N,2013.0
Sequoia sempervirens,Redwood,Conifer,EN,N,2013.0
Sequoiadendron giganteum,Giant Sequoia,Conifer,EN,N,2013.0
Taxus chinensis,Chinese Yew,Conifer,EN,G,2013.0
Taxus globosa,Mesoamerican Yew,Conifer,EN,G,2013.0
Thuja standishii,Japanese Arbor-vitae,Conifer,NT,N,2013.0
Thuja sutchuenensis,,Conifer,EN,N,2013.0
Torreya californica,California Nutmeg,Conifer,VU,N,2013.0
Tsuga canadensis,Eastern Hemlock,Conifer,NT,G,2013.0
Tsuga sieboldii,Southern Japanese Hemlock,Conifer,NT,N,2013.0
Widdringtonia cedarbergensis,Clanwilliam Cedar,Conifer,CR,N,2013.0
Widdringtonia schwarzii,Willowmore Cedar,Conifer,NT,N,2013.0
Widdringtonia whytei,Mulanje Cedar,Conifer,CR,G,2013.0
Xanthocyparis vietnamensis,Golden Vietnamese Cypress,Conifer,EN,N,2013.0
Aloe eminens,,Flowering Plants,EN,N,2013.0
Anthurium lennartii,,Flowering Plants,EN,N,2013.0
Anthurium lingua,,Flowering Plants,LC,N,2013.0
Ariocarpus agavoides,Tamaulipas Living Rock Cactus,Flowering Plants,EN,N,2013.0
Ariocarpus bravoanus,,Flowering Plants,EN,N,2013.0
Ariocarpus scaphirostris,,Flowering Plants,EN,G,2013.0
Arthrocereus rondonianus,,Flowering Plants,LC,N,2013.0
Aztekium hintonii,,Flowering Plants,NT,N,2013.0
Brachycereus nesioticus,Lava Cactus,Flowering Plants,LC,N,2013.0
Brasilicereus markgrafii,,Flowering Plants,VU,N,2013.0
Cereus mirabella,,Flowering Plants,EN,G,2013.0
Cipocereus bradei,,Flowering Plants,VU,N,2013.0
Cipocereus crassisepalus,,Flowering Plants,EN,N,2013.0
Coryphantha robustispina,Pima Pineapple Cactus,Flowering Plants,LC,N,2013.0
Coryphantha vogtherriana,,Flowering Plants,LC,N,2013.0
Cumarinia odorata,,Flowering Plants,LC,N,2013.0
Discocactus bahiensis,,Flowering Plants,VU,N,2013.0
Discocactus catingicola,,Flowering Plants,LC,N,2013.0
Discocactus heptacanthus,,Flowering Plants,NT,N,2013.0
Discocactus horstii,,Flowering Plants,VU,G,2013.0
Discocactus placentiformis,,Flowering Plants,LC,N,2013.0
Discocactus zehntneri,,Flowering Plants,NT,N,2013.0
Diospyros katendei,,Flowering Plants,CR(PE),G,2013.0
Echinocactus grusonii,Golden Barrel,Flowering Plants,EN,N,2013.0
Espostoopsis dybowskii,,Flowering Plants,VU,N,2013.0
Facheiroa ulei,,Flowering Plants,LC,N,2013.0
Ficus faulkneriana,,Flowering Plants,VU,N,2013.0
Impatiens gordonii,Seychelles Bizzie Lizzie,Flowering Plants,CR,N,2013.0
Jasminocereus thouarsii,Candelabra Cactus,Flowering Plants,LC,N,2013.0
Leptocereus quadricostatus,Sebucan,Flowering Plants,EN,N,2013.0
Lijndenia brenanii,,Flowering Plants,CR(PE),N,2013.0
Lophophora williamsii,Peyote,Flowering Plants,VU,N,2013.0
Lovoa swynnertonii,Brown Mahogany,Flowering Plants,NT,N,2013.0
Mammillaria aureilanata,,Flowering Plants,EN,G,2013.0
Mammillaria berkiana,,Flowering Plants,VU,N,2013.0
Mammillaria gasseriana,,Flowering Plants,EN,N,2013.0
Mammillaria glochidiata,,Flowering Plants,CR,N,2013.0
Mammillaria guelzowiana,,Flowering Plants,LC,G,2013.0
Mammillaria guillauminiana,,Flowering Plants,DD,N,2013.0
Mammillaria luethyi,,Flowering Plants,VU,N,2013.0
Mammillaria mathildae,,Flowering Plants,EN,N,2013.0
