Scientific Name,Common Name,Species Type,Status,Reason For Change,Year
Carcharhinus cautus,Nervous Shark,Shark/Ray,LC,N,2020.0
Carcharhinus melanopterus,Blacktip Reef Shark,Shark/Ray,VU,N,2020.0
Carcharhinus porosus,Smalltail Shark,Shark/Ray,CR,N,2020.0
Centrophorus atromarginatus,Dwarf Gulper Shark,Shark/Ray,CR,N,2020.0
Centrophorus isodon,Blackfin Gulper Shark,Shark/Ray,EN,N,2020.0
Centrophorus moluccensis,Endeavour Dogfish,Shark/Ray,VU,N,2020.0
Centrophorus squamosus,Leafscale Gulper Shark,Shark/Ray,EN,N,2020.0
Centrophorus uyato,Little Gulper Shark,Shark/Ray,EN,N,2020.0
Centroscyllium granulatum,Granular Dogfish,Shark/Ray,VU,N,2020.0
Centroscyllium nigrum,Combtooth Dogfish,Shark/Ray,LC,N,2020.0
Centroscyllium ornatum,Ornate Dogfish,Shark/Ray,LC,N,2020.0
Centroselachus crepidater,Longnose Velvet Dogfish,Shark/Ray,NT,N,2020.0
Cephaloscyllium fasciatum,Reticulated Swellshark,Shark/Ray,CR,N,2020.0
Cephaloscyllium silasi,Indian Swellshark,Shark/Ray,CR,N,2020.0
Cephaloscyllium sufflans,Balloon Shark,Shark/Ray,NT,N,2020.0
Cephalurus cephalus,Lollipop Catshark,Shark/Ray,LC,N,2020.0
Chiloscyllium burmensis,Burmese Bambooshark,Shark/Ray,VU,N,2020.0
Chiloscyllium griseum,Grey Bamboo Shark,Shark/Ray,VU,N,2020.0
Chiloscyllium hasselti,Indonesian Bambooshark,Shark/Ray,EN,N,2020.0
Chiloscyllium indicum,Slender Bambooshark,Shark/Ray,VU,N,2020.0
Chimaera bahamaensis,Bahamas Ghostshark,Shark/Ray,LC,N,2020.0
Chimaera cubana,Cuban Chimaera,Shark/Ray,LC,N,2020.0
Chimaera monstrosa,Rabbitfish,Shark/Ray,VU,N,2020.0
Chimaera obscura,Shortspine Chimaera,Shark/Ray,LC,N,2020.0
Chimaera panthera,Leopard Chimaera,Shark/Ray,LC,N,2020.0
Chimaera phantasma,Silver Chimaera,Shark/Ray,VU,N,2020.0
Cirrhigaleus barbifer,Mandarin Shark,Shark/Ray,LC,N,2020.0
Cirrhoscyllium formosanum,Taiwan Saddled Carpetshark,Shark/Ray,VU,N,2020.0
Cruriraja atlantis,Atlantic Pygmy Skate,Shark/Ray,LC,N,2020.0
Cruriraja cadenati,Broadfoot Pygmy Skate,Shark/Ray,LC,N,2020.0
Cruriraja poeyi,Poey's Pygmy Skate,Shark/Ray,LC,N,2020.0
Cruriraja rugosa,Rough Pygmy Skate,Shark/Ray,LC,N,2020.0
Dactylobatus armatus,Skillet Skate,Shark/Ray,LC,N,2020.0
Dactylobatus clarkii,Hook Skate,Shark/Ray,LC,N,2020.0
Dasyatis chrysonota,Blue Stingray,Shark/Ray,NT,N,2020.0
Dasyatis hypostigma,Groovebelly Stingray,Shark/Ray,EN,N,2020.0
Deania calcea,Birdbeak Dogfish,Shark/Ray,NT,N,2020.0
Deania profundorum,Arrowhead Dogfish,Shark/Ray,NT,N,2020.0
Deania quadrispinosa,Longsnout Dogfish,Shark/Ray,VU,N,2020.0
Diplobatis ommata,Pacific Dwarf Numbfish,Shark/Ray,LC,N,2020.0
Dipturus bullisi,Tortugas Skate,Shark/Ray,LC,N,2020.0
Dipturus chilensis,Yellownose Skate,Shark/Ray,EN,N,2020.0
Dipturus garricki,San Blas Skate,Shark/Ray,LC,N,2020.0
Dipturus laevis,Barndoor Skate,Shark/Ray,LC,G,2020.0
Dipturus leptocaudus,Thintail Skate,Shark/Ray,VU,N,2020.0
Dipturus mennii,Menni's Skate,Shark/Ray,CR,N,2020.0
Dipturus olseni,Spreadfin Skate,Shark/Ray,LC,N,2020.0
Dipturus oregoni,Hooktail Skate,Shark/Ray,LC,N,2020.0
Dipturus teevani,Caribbean Skate,Shark/Ray,LC,N,2020.0
Discopyge tschudii,Apron Numbfish,Shark/Ray,LC,N,2020.0
Echinorhinus brucus,Bramble Shark,Shark/Ray,EN,N,2020.0
Eridacnis barbouri,Cuban Ribbontail Catshark,Shark/Ray,LC,N,2020.0
Etmopterus bullisi,Lined Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus burgessi,Broadnose Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus carteri,Cylindrical Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus decacuspidatus,Combtooth Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus litvinovi,Smalleye Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus perryi,Dwarf Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus princeps,Great Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus pycnolepis,Densescale Lanternshark,Shark/Ray,LC,N,2020.0
Etmopterus sheikoi,Rasptooth Dogfish,Shark/Ray,LC,N,2020.0
Etmopterus splendidus,Splendid Lanternshark,Shark/Ray,LC,N,2020.0
Fenestraja atripinna,Blackfin Pygmy Skate,Shark/Ray,LC,N,2020.0
Fenestraja cubensis,Cuban Pygmy Skate,Shark/Ray,LC,N,2020.0
Fenestraja ishiyamai,Plain Pygmy Skate,Shark/Ray,LC,N,2020.0
Fenestraja mamillidens,Prickly Skate,Shark/Ray,LC,N,2020.0
Fenestraja plutonia,Pluto Pygmy Skate,Shark/Ray,LC,N,2020.0
Fenestraja sinusmexicanus,Gulf Pygmy Skate,Shark/Ray,LC,N,2020.0
Fontitrygon colarensis,Colares Stingray,Shark/Ray,CR,N,2020.0
Fontitrygon geijskesi,Wingfin Stingray,Shark/Ray,CR,N,2020.0
Galeorhinus galeus,Tope,Shark/Ray,CR,N,2020.0
Galeus antillensis,Antilles Catshark,Shark/Ray,LC,N,2020.0
Galeus cadenati,Longfin Sawtail Catshark,Shark/Ray,LC,N,2020.0
Galeus sauteri,Blacktip Sawtail Catshark,Shark/Ray,LC,N,2020.0
Galeus schultzi,Dwarf Sawtail Catshark,Shark/Ray,LC,N,2020.0
Galeus springeri,Springer's Sawtail Catshark,Shark/Ray,LC,N,2020.0
Gurgesiella atlantica,Atlantic Finless Skate,Shark/Ray,LC,N,2020.0
Gymnura crebripunctata,Mazatlan Butterfly Ray,Shark/Ray,NT,N,2020.0
Gymnura marmorata,California Butterfly Ray,Shark/Ray,NT,N,2020.0
Halaelurus buergeri,Blackspotted Catshark,Shark/Ray,EN,N,2020.0
Halaelurus maculosus,Indonesian Speckled Catshark,Shark/Ray,NT,N,2020.0
Halaelurus natalensis,Tiger Catshark,Shark/Ray,VU,N,2020.0
Haploblepharus edwardsii,Happy Eddie,Shark/Ray,EN,N,2020.0
Hemiscyllium galei,Gale's Epaulette Shark,Shark/Ray,VU,N,2020.0
Hemiscyllium henryi,Henry's Epaulette Shark,Shark/Ray,VU,N,2020.0
Hemiscyllium michaeli,Michael's Epaulette Shark,Shark/Ray,VU,N,2020.0
Hemitriakis complicofasciata,Ocellate Topeshark,Shark/Ray,VU,N,2020.0
Hemitrygon bennetti,Bennett's Stingray,Shark/Ray,VU,N,2020.0
Hemitrygon laevigata,Yantai Stingray,Shark/Ray,VU,N,2020.0
Hemitrygon navarrae,Blackfish Stingray,Shark/Ray,VU,N,2020.0
Hemitrygon sinensis,Chinese Stingray,Shark/Ray,EN,N,2020.0
Heterodontus mexicanus,Mexican Hornshark,Shark/Ray,LC,N,2020.0
Heterodontus quoyi,Galápagos Bullhead Shark,Shark/Ray,LC,N,2020.0
Heteronarce garmani,Natal Sleeper Ray,Shark/Ray,NT,N,2020.0
Hexanchus nakamurai,Bigeyed Sixgill Shark,Shark/Ray,NT,N,2020.0
Himantura undulata,Honeycomb Whipray,Shark/Ray,EN,N,2020.0
Hongeo koreana,Korean Skate,Shark/Ray,CR,N,2020.0
Hydrolagus africanus,African Chimaera,Shark/Ray,LC,N,2020.0
Hydrolagus alberti,Gulf Chimaera,Shark/Ray,LC,N,2020.0
Hydrolagus alphus,Whitespot Ghostshark,Shark/Ray,LC,N,2020.0
Hydrolagus macrophthalmus,Bigeye Chimaera,Shark/Ray,LC,N,2020.0
Hydrolagus matallanasi,Striped Rabbitfish,Shark/Ray,VU,N,2020.0
Hydrolagus mccoskeri,Galapagos Ghostshark,Shark/Ray,LC,N,2020.0
Hydrolagus mirabilis,Large-eyed Rabbitfish,Shark/Ray,LC,N,2020.0
Hydrolagus mitsukurii,Mitsukuri's Chimaera,Shark/Ray,NT,N,2020.0
Hydrolagus purpurescens,Purple Chimaera,Shark/Ray,LC,N,2020.0
Hypanus americanus,Southern Stingray,Shark/Ray,NT,N,2020.0
Hypanus dipterurus,Diamond Stingray,Shark/Ray,VU,N,2020.0
Hypanus guttatus,Longnose Stingray,Shark/Ray,NT,N,2020.0
Hypanus longus,Longtail Stingray,Shark/Ray,VU,N,2020.0
Hypanus marianae,Large-eye Stingray,Shark/Ray,EN,N,2020.0
Hypanus say,Bluntnose Stingray,Shark/Ray,NT,N,2020.0
Leucoraja erinacea,Little Skate,Shark/Ray,LC,N,2020.0
Leucoraja lentiginosa,Freckle Skate,Shark/Ray,LC,N,2020.0
Leucoraja wallacei,Yellowspotted Skate,Shark/Ray,VU,N,2020.0
Leucoraja yucatanensis,Yucatán Skate,Shark/Ray,LC,N,2020.0
Maculabatis gerrardi,Whitespotted Whipray,Shark/Ray,EN,N,2020.0
Maculabatis pastinacoides,Round Whipray,Shark/Ray,EN,N,2020.0
Malacoraja obscura,Brazilian Soft Skate,Shark/Ray,LC,N,2020.0
Malacoraja senta,Smooth Skate,Shark/Ray,VU,G,2020.0
Mobula birostris,Giant Manta Ray,Shark/Ray,EN,N,2020.0
Mobula eregoodoo,Longhorned Pygmy Devil Ray,Shark/Ray,EN,N,2020.0
Mobula kuhlii,Shortfin Devilray,Shark/Ray,EN,N,2020.0
Mollisquama parini,Pocket Shark,Shark/Ray,LC,N,2020.0
Mustelus albipinnis,White-margin Fin Smoothhound,Shark/Ray,LC,N,2020.0
Mustelus dorsalis,Sharptooth Smoothhound,Shark/Ray,VU,N,2020.0
Mustelus griseus,Spotless Smooth-hound,Shark/Ray,EN,N,2020.0
Mustelus higmani,Smalleye Smoothhound,Shark/Ray,EN,N,2020.0
Mustelus manazo,Starspotted Smooth-hound,Shark/Ray,EN,N,2020.0
Mustelus mento,Speckled Smoothhound,Shark/Ray,CR,N,2020.0
Mustelus minicanis,Venezuelan Dwarf Smoothhound,Shark/Ray,EN,N,2020.0
Mustelus palumbes,Whitespot Smoothhound,Shark/Ray,LC,N,2020.0
Mustelus schmitti,Narrownose Smoothhound,Shark/Ray,CR,N,2020.0
Mustelus whitneyi,Humpback Smoothhound,Shark/Ray,CR,N,2020.0
Myliobatis chilensis,Chilean Eagle Ray,Shark/Ray,VU,N,2020.0
Myliobatis freminvillii,Bullnose Eagle Ray,Shark/Ray,VU,N,2020.0
Myliobatis goodei,Southern Eagle Ray,Shark/Ray,VU,N,2020.0
Myliobatis longirostris,Longnose Eagle Ray,Shark/Ray,VU,N,2020.0
Myliobatis peruvianus,Peruvian Eagle Ray,Shark/Ray,VU,N,2020.0
Narcine brasiliensis,Lesser Numbfish,Shark/Ray,NT,N,2020.0
Narcine entemedor,Cortez Numbfish,Shark/Ray,VU,N,2020.0
Narcine leoparda,Leopard Numbfish,Shark/Ray,VU,N,2020.0
Narcine lingula,Chinese Numbfish,Shark/Ray,VU,N,2020.0
Narcine maculata,Smallspot Numbfish,Shark/Ray,VU,N,2020.0
Nasolamia velox,Whitenose Shark,Shark/Ray,EN,N,2020.0
Neoharriotta carri,Dwarf Sicklefin Chimaera,Shark/Ray,NT,N,2020.0
Neoharriotta pinnata,Sicklefin Chimaera,Shark/Ray,NT,N,2020.0
Neoraja carolinensis,Carolina Dwarf Skate,Shark/Ray,LC,N,2020.0
Notoraja tobitukai,Leadhued Skate,Shark/Ray,LC,N,2020.0
Notorynchus cepedianus,Broadnose Sevengill Shark,Shark/Ray,VU,N,2020.0
Okamejei boesemani,Boeseman's Skate,Shark/Ray,VU,N,2020.0
Okamejei hollandi,Yellow Spotted Skate,Shark/Ray,VU,N,2020.0
Orbiraja powelli,Indian Ring Skate,Shark/Ray,NT,N,2020.0
Orectolobus japonicus,Japanese Wobbegong,Shark/Ray,LC,N,2020.0
Oxynotus caribbaeus,Caribbean Roughshark,Shark/Ray,LC,N,2020.0
Paragaleus leucolomatus,Whitetip Weasel Shark,Shark/Ray,VU,N,2020.0
Paragaleus tengi,Straight-tooth Weasel Shark,Shark/Ray,EN,N,2020.0
Parmaturus campechiensis,Campeche Catshark,Shark/Ray,LC,N,2020.0
Parmaturus lanatus,Velvet Catshark,Shark/Ray,LC,N,2020.0
Parmaturus melanobranchus,Blackgill Catshark,Shark/Ray,LC,N,2020.0
Pateobatis uarnacoides,Whitenose Whipray,Shark/Ray,EN,N,2020.0
Pentanchus profundicolus,Onefin Catshark,Shark/Ray,LC,N,2020.0
Pliotrema warreni,Warren's Sixgill Sawshark,Shark/Ray,LC,N,2020.0
Poroderma africanum,Pyjama Shark,Shark/Ray,LC,N,2020.0
Poroderma pantherinum,Leopard Catshark,Shark/Ray,LC,N,2020.0
Pristiophorus schroederi,Bahamas Sawshark,Shark/Ray,LC,N,2020.0
Proscyllium habereri,Graceful Catshark,Shark/Ray,VU,N,2020.0
Psammobatis lentiginosa,Freckle Sandskate,Shark/Ray,LC,N,2020.0
Psammobatis normani,Shortfin Sandskate,Shark/Ray,LC,N,2020.0
Psammobatis rudis,Smallthorn Sandskate,Shark/Ray,LC,N,2020.0
Psammobatis rutrum,Spade Sandskate,Shark/Ray,LC,N,2020.0
Psammobatis scobina,Raspthorn Sandskate,Shark/Ray,LC,N,2020.0
Pseudobatos glaucostigmus,Speckled Guitarfish,Shark/Ray,VU,N,2020.0
Pseudobatos lentiginosus,Freckled Guitarfish,Shark/Ray,VU,N,2020.0
Pseudobatos leucorhynchus,Whitesnout Guitarfish,Shark/Ray,VU,N,2020.0
Pseudobatos percellens,Chola Guitarfish,Shark/Ray,EN,N,2020.0
Pseudobatos planiceps,Pacific Guitarfish,Shark/Ray,VU,N,2020.0
Pseudobatos prahli,Gorgona Guitarfish,Shark/Ray,VU,N,2020.0
Pseudoraja fischeri,Fanfin Skate,Shark/Ray,LC,N,2020.0
Rajella annandalei,Annandale's Skate,Shark/Ray,LC,N,2020.0
Rajella eisenhardti,Galápagos Skate,Shark/Ray,LC,N,2020.0
Rhinobatos hynnicephalus,Ringed Guitarfish,Shark/Ray,EN,N,2020.0
Rhinoptera bonasus,American Cownose Ray,Shark/Ray,VU,N,2020.0
Rhinoptera brasiliensis,Brazilian Cownose Ray,Shark/Ray,VU,N,2020.0
Rhinoraja longicauda,Whitebelly Skate,Shark/Ray,NT,N,2020.0
Rhizoprionodon acutus,Milk Shark,Shark/Ray,VU,N,2020.0
Rhizoprionodon lalandii,Brazilian Sharpnose Shark,Shark/Ray,VU,N,2020.0
Rhizoprionodon longurio,Pacific Sharpnose Shark,Shark/Ray,VU,N,2020.0
Rostroraja ackleyi,Ocellate Skate,Shark/Ray,LC,N,2020.0
Rostroraja bahamensis,Bahama Skate,Shark/Ray,LC,N,2020.0
Rostroraja equatorialis,Equatorial Skate,Shark/Ray,VU,N,2020.0
Rostroraja texana,Roundel Skate,Shark/Ray,LC,N,2020.0
Rostroraja velezi,Rasptail Skate,Shark/Ray,VU,N,2020.0
Schroederichthys bivius,Narrowmouth Catshark,Shark/Ray,LC,N,2020.0
Schroederichthys chilensis,Chilean Catshark,Shark/Ray,LC,N,2020.0
Schroederichthys tenuis,Slender Catshark,Shark/Ray,LC,N,2020.0
Schroederobatis americana,American Legskate,Shark/Ray,LC,N,2020.0
Scyliorhinus hesperius,Whitesaddled Catshark,Shark/Ray,LC,N,2020.0
Scyliorhinus meadi,Blotched Catshark,Shark/Ray,LC,N,2020.0
Scymnodalatias oligodon,Sparsetooth Dogfish,Shark/Ray,LC,N,2020.0
Scymnodon ringens,Knifetooth Dogfish,Shark/Ray,VU,N,2020.0
Sinobatis stenosoma,Narrow Legskate,Shark/Ray,LC,N,2020.0
Somniosus microcephalus,Greenland Shark,Shark/Ray,VU,N,2020.0
Somniosus rostratus,Little Sleeper Shark,Shark/Ray,LC,N,2020.0
Sphyrna corona,Scalloped Bonnethead,Shark/Ray,CR,N,2020.0
Sphyrna media,Scoophead Shark,Shark/Ray,CR,N,2020.0
Sphyrna tiburo,Bonnethead Shark,Shark/Ray,EN,N,2020.0
Sphyrna tudes,Smalleye Hammerhead,Shark/Ray,CR,N,2020.0
Springeria folirostris,Leafnose Legskate,Shark/Ray,LC,N,2020.0
Springeria longirostris,Longnose Legskate,Shark/Ray,LC,N,2020.0
Squalus cubensis,Cuban Dogfish,Shark/Ray,LC,N,2020.0
Squalus hemipinnis,Indonesian Shortnose Spurdog,Shark/Ray,VU,G,2020.0
Squalus japonicus,Japanese Spurdog,Shark/Ray,EN,N,2020.0
Squalus megalops,Shortnose Spurdog,Shark/Ray,LC,N,2020.0
Squalus mitsukurii,Shortspine Spurdog,Shark/Ray,EN,N,2020.0
Squatina armata,Chilean Angelshark,Shark/Ray,CR,N,2020.0
Squatina legnota,Indonesian Angel Shark,Shark/Ray,CR,N,2020.0
Squatina tergocellatoides,Ocellated Angelshark,Shark/Ray,EN,N,2020.0
Sympterygia acuta,Bignose Fanskate,Shark/Ray,CR,N,2020.0
Sympterygia bonapartii,Smallnose Fanskate,Shark/Ray,NT,N,2020.0
Sympterygia brevicaudata,Shorttail Fanskate,Shark/Ray,NT,N,2020.0
Sympterygia lima,Filetail Fanskate,Shark/Ray,LC,N,2020.0
Tetronarce formosa,Taiwanese Pelagic Torpedo Ray,Shark/Ray,NT,N,2020.0
Tetronarce puelcha,Argentine Torpedo,Shark/Ray,CR,N,2020.0
Tetronarce tremens,Chilean Torpedo,Shark/Ray,LC,N,2020.0
Torpedo andersoni,Caribbean Torpedo,Shark/Ray,LC,N,2020.0
Triaenodon obesus,Whitetip Reef Shark,Shark/Ray,VU,N,2020.0
Triakis maculata,Spotted Houndshark,Shark/Ray,CR,N,2020.0
Triakis megalopterus,Spotted Gully Shark,Shark/Ray,LC,N,2020.0
Trigonognathus kabeyai,Viper Dogfish,Shark/Ray,LC,N,2020.0
Urobatis concentricus,Bullseye Round Ray,Shark/Ray,LC,N,2020.0
Urobatis maculatus,Spotted Round Ray,Shark/Ray,LC,N,2020.0
Urobatis tumbesensis,Tumbes Round Ray,Shark/Ray,VU,N,2020.0
Urolophus aurantiacus,Oriental Stingaree,Shark/Ray,VU,N,2020.0
Urotrygon aspidura,Spinytail Round Ray,Shark/Ray,NT,N,2020.0
Urotrygon chilensis,Chilean Round Ray,Shark/Ray,NT,N,2020.0
Urotrygon microphthalmum,Smalleye Round Ray,Shark/Ray,CR,N,2020.0
Urotrygon munda,Munda Round Ray,Shark/Ray,NT,N,2020.0
Urotrygon nana,Dwarf Round Ray,Shark/Ray,NT,N,2020.0
Urotrygon reticulata,Reticulate Round Ray,Shark/Ray,CR,N,2020.0
Urotrygon rogersi,Rogers' Round Ray,Shark/Ray,NT,N,2020.0
Urotrygon venezuelae,Venezuelan Round Ray,Shark/Ray,EN,N,2020.0
Zameus squamulosus,Velvet Dogfish,Shark/Ray,LC,N,2020.0
Zapteryx brevirostris,Shortnose Guitarfish,Shark/Ray,EN,N,2020.0
Zapteryx xyster,Southern Banded Guitarfish,Shark/Ray,VU,N,2020.0
Alaena margaritacea,Wolkberg Zulu,Butterfly/Moth,CR,N,2020.0
Aloeides caledoni,Caledon Copper,Butterfly/Moth,LC,N,2020.0
Aloeides egerides,Red Hill Copper,Butterfly/Moth,VU,N,2020.0
Aloeides kaplani,Kaplan's Copper,Butterfly/Moth,LC,N,2020.0
Aloeides lutescens,Worcester Copper,Butterfly/Moth,EN,N,2020.0
Aloeides merces,Wakkerstroom Copper,Butterfly/Moth,LC,N,2020.0
Aloeides rossouwi,Rossouw's Copper,Butterfly/Moth,CR,G,2020.0
Aslauga australis,Southern Purple,Butterfly/Moth,EN,N,2020.0
Bhutanitis mansfieldi,Mansfield's Three-tailed Swallowtail,Butterfly/Moth,VU,N,2020.0
Capys penningtoni,Pennington's Protea,Butterfly/Moth,CR,G,2020.0
Chrysoritis azurius,Azure Opal,Butterfly/Moth,LC,N,2020.0
Chrysoritis oreas,Drakensberg Daisy Copper,Butterfly/Moth,LC,N,2020.0
Erikssonia acraeina,,Butterfly/Moth,LC,N,2020.0
Lepidochrysops bacchus,Wineland Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops balli,Ball's Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops jefferyi,Jeffery's Blue,Butterfly/Moth,CR,N,2020.0
Lepidochrysops littoralis,Coastal Blue,Butterfly/Moth,EN,N,2020.0
Lepidochrysops loewensteini,Loewenstein's Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops lotana,Lotana Blue,Butterfly/Moth,EN,N,2020.0
Lepidochrysops oosthuizeni,Oosthuizen's Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops outeniqua,Outeniqua Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops poseidon,Baviaanskloof Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops pringlei,Pringle's Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops swanepoeli,Swanepoel's Blue,Butterfly/Moth,CR,N,2020.0
Lepidochrysops titei,Tite's Blue,Butterfly/Moth,LC,N,2020.0
Lepidochrysops wykehami,Wykeham's Blue,Butterfly/Moth,LC,N,2020.0
Orachrysops ariadne,Karkloof Blue,Butterfly/Moth,EN,N,2020.0
Orachrysops niobe,Brenton Blue,Butterfly/Moth,CR,G,2020.0
Phasis pringlei,Pringle's Arrowhead,Butterfly/Moth,LC,N,2020.0
Thestor compassbergae,Compassberg Skolly,Butterfly/Moth,LC,N,2020.0
Thestor dryburghi,Dryburg's Skolly,Butterfly/Moth,LC,N,2020.0
Thestor kaplani,Kaplan's Skolly,Butterfly/Moth,CR,N,2020.0
Thestor pringlei,Pringle's Skolly,Butterfly/Moth,LC,N,2020.0
Thestor rossouwi,Rossouw's Skolly,Butterfly/Moth,LC,N,2020.0
Thestor stepheni,Stephen's Skolly,Butterfly/Moth,LC,N,2020.0
Thestor strutti,Winter Skolly,Butterfly/Moth,CR,G,2020.0
Thestor yildizae,Peninsula Skolly,Butterfly/Moth,LC,N,2020.0
Anisopleura vallei,,Dragonfiles/Damselfiles,VU,N,2020.0
Caledopteryx maculata,,Dragonfiles/Damselfiles,NT,G,2020.0
Caledopteryx sarasini,,Dragonfiles/Damselfiles,NT,G,2020.0
Ischnura ezoin,,Dragonfiles/Damselfiles,EN,N,2020.0
Isosticta spinipes,,Dragonfiles/Damselfiles,NT,N,2020.0
Lieftinckia lairdi,,Dragonfiles/Damselfiles,EN,N,2020.0
Luzonobasis glauca,,Dragonfiles/Damselfiles,VU,N,2020.0
Macromia callisto,,Dragonfiles/Damselfiles,LC,N,2020.0
Macromia euterpe,,Dragonfiles/Damselfiles,DD,N,2020.0
Megalagrion jugorum,Maui Upland Damselfly,Dragonfiles/Damselfiles,CR(PE),N,2020.0
Megalagrion oceanicum,Oceanic Hawaiian Damselfly,Dragonfiles/Damselfiles,CR,G,2020.0
Megalagrion pacificum,Pacific Hawaiian Damselfly,Dragonfiles/Damselfiles,EN,N,2020.0
Megalagrion paludicola,Kauai Bog Damselfly,Dragonfiles/Damselfiles,LC,N,2020.0
Megalagrion xanthomelas,Orangeblack Hawaiian Damselfly,Dragonfiles/Damselfiles,EN,N,2020.0
Melanesobasis maculosa,,Dragonfiles/Damselfiles,NT,N,2020.0
Nesobasis rufostigma,,Dragonfiles/Damselfiles,LC,N,2020.0
Oligoaeschna platyura,,Dragonfiles/Damselfiles,VU,N,2020.0
Onychogomphus castor,,Dragonfiles/Damselfiles,LC,N,2020.0
Prodasineura doisuthepensis,,Dragonfiles/Damselfiles,LC,N,2020.0
Prodasineura peramoena,,Dragonfiles/Damselfiles,LC,N,2020.0
Pseudagrion indicum,,Dragonfiles/Damselfiles,LC,N,2020.0
Pseudagrion samoense,,Dragonfiles/Damselfiles,VU,N,2020.0
Rhinagrion elopurae,,Dragonfiles/Damselfiles,LC,N,2020.0
Rhinocypha latimacula,,Dragonfiles/Damselfiles,EN,N,2020.0
Rhinocypha liberata,,Dragonfiles/Damselfiles,LC,N,2020.0
Rhinocypha ogasawarensis,,Dragonfiles/Damselfiles,EN,N,2020.0
Rhinocypha pelops,,Dragonfiles/Damselfiles,NT,N,2020.0
Risiocnemis serrata,,Dragonfiles/Damselfiles,LC,N,2020.0
Sarasaeschna kunigamiensis,,Dragonfiles/Damselfiles,LC,N,2020.0
Synthemis flexicauda,,Dragonfiles/Damselfiles,EN,N,2020.0
Tapeinothemis boharti,,Dragonfiles/Damselfiles,NT,N,2020.0
Tetrathemis flavescens,,Dragonfiles/Damselfiles,NT,N,2020.0
Coeliccia brachysticta,,Dragonfiles/Damselfiles,EN,N,2020.0
Ceriagrion georgifreyi,Turkish Red Damsel,Dragonfiles/Damselfiles,EN,N,2020.0
Coenagrion intermedium,Cretan Bluet,Dragonfiles/Damselfiles,EN,G,2020.0
Hemicordulia mindana,,Dragonfiles/Damselfiles,LC,N,2020.0
Hypothemis hageni,,Dragonfiles/Damselfiles,LC,N,2020.0
Metaphya elongata,,Dragonfiles/Damselfiles,NT,N,2020.0
Nehalennia speciosa,Pygmy Damselfly,Dragonfiles/Damselfiles,VU,N,2020.0
Oxygastra curtisii,Orange-spotted Emerald,Dragonfiles/Damselfiles,LC,N,2020.0
Pyrrhosoma elisabethae,Greek Red Damsel,Dragonfiles/Damselfiles,EN,N,2020.0
Synthemis campioni,,Dragonfiles/Damselfiles,NT,N,2020.0
Teinobasis ariel,,Dragonfiles/Damselfiles,VU,N,2020.0
Ameles fasciipennis,Spined Dwarf Mantis,Mantis,EX,N,2020.0
Afrithelphusa afzelii,,Crustacean,CR(PE),N,2020.0
Afrithelphusa leonensis,,Crustacean,CR,N,2020.0
Birgus latro,Coconut Crab,Crustacean,VU,N,2020.0
Liberonautes rubigimanus,Lobster Claw Crab,Crustacean,VU,N,2020.0
Potamonemus sachsi,Sachs's Stream Crab,Crustacean,EN,N,2020.0
Afropomus balanoidea,,Mollusc,EN,G,2020.0
Amphidromus cognatus,,Mollusc,EN,G,2020.0
Amplirhagada astuta,,Mollusc,VU,N,2020.0
Amplirhagada elevata,,Mollusc,DD,N,2020.0
Aspatharia chaiziana,,Mollusc,DD,N,2020.0
Aspatharia dahomeyensis,,Mollusc,DD,N,2020.0
Aspatharia droueti,,Mollusc,VU,N,2020.0
Bellamya liberiana,,Mollusc,CR(PE),N,2020.0
Bulinus camerunensis,,Mollusc,LC,N,2020.0
Bulinus obtusus,,Mollusc,EN,N,2020.0
Coelatura lobensis,,Mollusc,CR,N,2020.0
Gabbiella africana,,Mollusc,DD,N,2020.0
Gabbiella depressa,,Mollusc,CR(PE),N,2020.0
Gabbiella neothaumaeformis,,Mollusc,CR(PE),N,2020.0
Galatea tenuicula,,Mollusc,LC,N,2020.0
Hydrobia guyenoti,,Mollusc,NT,N,2020.0
Hydrobia lineata,,Mollusc,LC,N,2020.0
Melanoides voltae,,Mollusc,CR,N,2020.0
Mutela franci,,Mollusc,EN,G,2020.0
Mutela joubini,,Mollusc,EN,N,2020.0
Pettancylus eburnensis,,Mollusc,LC,N,2020.0
Potadoma angulata,,Mollusc,CR,N,2020.0
Potadoma bicarinata,,Mollusc,CR,G,2020.0
Potadoma buttikoferi,,Mollusc,CR,N,2020.0
Potadoma freethi,,Mollusc,NT,G,2020.0
Potadoma kadeii,,Mollusc,CR(PE),N,2020.0
Potadoma riperti,,Mollusc,CR,N,2020.0
